Countyfips;StateCode;State;Year;Race;Population
0;KY;Kentucky;2001;White Alone;3682706
0;KY;Kentucky;2002;White Alone;3696053
0;KY;Kentucky;2003;White Alone;3715675
0;KY;Kentucky;2004;White Alone;3733491
0;KY;Kentucky;2005;White Alone;3759457
0;KY;Kentucky;2006;White Alone;3786270
0;KY;Kentucky;2007;White Alone;3811498
0;KY;Kentucky;2008;White Alone;3835099
0;KY;Kentucky;2009;White Alone;3850283
0;KY;Kentucky;2010;White Alone;3870210
0;KY;Kentucky;2011;White Alone;3882586
0;KY;Kentucky;2012;White Alone;3890072
0;KY;Kentucky;2013;White Alone;3897587
0;KY;Kentucky;2014;White Alone;3900216
0;KY;Kentucky;2015;White Alone;3903242
0;KY;Kentucky;2016;White Alone;3904709
0;KY;Kentucky;2017;White Alone;3909699
0;KY;Kentucky;2018;White Alone;3911710
0;KY;Kentucky;2019;White Alone;3910658
0;KY;Kentucky;2020;White Alone;3933901
0;KY;Kentucky;2021;White Alone;3925306
0;KY;Kentucky;2022;White Alone;3922294
0;KY;Kentucky;2023;White Alone;3933771
0;KY;Kentucky;2024;White Alone;3949272
0;LA;Louisiana;1990;White Alone;2859186
0;LA;Louisiana;1991;White Alone;2868932
0;LA;Louisiana;1992;White Alone;2881820
0;LA;Louisiana;1993;White Alone;2882351
0;LA;Louisiana;1994;White Alone;2890165
0;LA;Louisiana;1995;White Alone;2899055
0;LA;Louisiana;1996;White Alone;2900521
0;LA;Louisiana;1997;White Alone;2906425
0;LA;Louisiana;1998;White Alone;2911235
0;LA;Louisiana;1999;White Alone;2915561
0;LA;Louisiana;2000;White Alone;2894096
0;LA;Louisiana;2001;White Alone;2891300
0;LA;Louisiana;2002;White Alone;2896613
0;LA;Louisiana;2003;White Alone;2904896
0;LA;Louisiana;2004;White Alone;2917956
0;LA;Louisiana;2005;White Alone;2926779
0;LA;Louisiana;2006;White Alone;2810184
0;LA;Louisiana;2007;White Alone;2835720
0;LA;Louisiana;2008;White Alone;2856584
0;LA;Louisiana;2009;White Alone;2881936
0;LA;Louisiana;2010;White Alone;2907937
0;LA;Louisiana;2011;White Alone;2920146
0;LA;Louisiana;2012;White Alone;2929728
0;LA;Louisiana;2013;White Alone;2937838
0;LA;Louisiana;2014;White Alone;2944613
0;LA;Louisiana;2015;White Alone;2952502
0;LA;Louisiana;2016;White Alone;2955459
0;LA;Louisiana;2017;White Alone;2942740
0;LA;Louisiana;2018;White Alone;2930652
0;LA;Louisiana;2019;White Alone;2920412
0;LA;Louisiana;2020;White Alone;2922990
0;LA;Louisiana;2021;White Alone;2902032
0;LA;Louisiana;2022;White Alone;2877662
0;LA;Louisiana;2023;White Alone;2867525
0;LA;Louisiana;2024;White Alone;2864437
0;ME;Maine;1990;White Alone;1214008
0;ME;Maine;1991;White Alone;1218891
0;ME;Maine;1992;White Alone;1219568
0;ME;Maine;1993;White Alone;1223024
0;ME;Maine;1994;White Alone;1223245
0;ME;Maine;1995;White Alone;1223262
0;ME;Maine;1996;White Alone;1228059
0;ME;Maine;1997;White Alone;1232522
0;ME;Maine;1998;White Alone;1235256
0;ME;Maine;1999;White Alone;1241976
0;ME;Maine;2000;White Alone;1242070
0;ME;Maine;2001;White Alone;1248311
0;ME;Maine;2002;White Alone;1255910
0;ME;Maine;2003;White Alone;1263512
0;ME;Maine;2004;White Alone;1268201
0;ME;Maine;2005;White Alone;1270616
0;ME;Maine;2006;White Alone;1273045
0;ME;Maine;2007;White Alone;1274201
0;ME;Maine;2008;White Alone;1275053
0;ME;Maine;2009;White Alone;1272014
0;ME;Maine;2010;White Alone;1268773
0;ME;Maine;2011;White Alone;1267714
0;ME;Maine;2012;White Alone;1266076
0;ME;Maine;2013;White Alone;1264979
0;ME;Maine;2014;White Alone;1265262
0;ME;Maine;2015;White Alone;1262234
0;ME;Maine;2016;White Alone;1263175
0;ME;Maine;2017;White Alone;1264917
0;ME;Maine;2018;White Alone;1267464
0;ME;Maine;2019;White Alone;1270533
0;ME;Maine;2020;White Alone;1286842
0;ME;Maine;2021;White Alone;1298166
0;ME;Maine;2022;White Alone;1305784
0;ME;Maine;2023;White Alone;1309763
0;ME;Maine;2024;White Alone;1310140
0;MD;Maryland;1990;White Alone;3439866
0;MD;Maryland;1991;White Alone;3462951
0;MD;Maryland;1992;White Alone;3478928
0;MD;Maryland;1993;White Alone;3483937
0;MD;Maryland;1994;White Alone;3491672
0;MD;Maryland;1995;White Alone;3497042
0;MD;Maryland;1996;White Alone;3495508
0;MD;Maryland;1997;White Alone;3498276
0;MD;Maryland;1998;White Alone;3503904
0;MD;Maryland;1999;White Alone;3511643
0;MD;Maryland;2000;White Alone;3498455
0;MD;Maryland;2001;White Alone;3514540
0;MD;Maryland;2002;White Alone;3531821
0;MD;Maryland;2003;White Alone;3541596
0;MD;Maryland;2004;White Alone;3545041
0;MD;Maryland;2005;White Alone;3544058
0;MD;Maryland;2006;White Alone;3537775
0;MD;Maryland;2007;White Alone;3528708
0;MD;Maryland;2008;White Alone;3526113
0;MD;Maryland;2009;White Alone;3531017
0;MD;Maryland;2010;White Alone;3545672
0;MD;Maryland;2011;White Alone;3560031
0;MD;Maryland;2012;White Alone;3572455
0;MD;Maryland;2013;White Alone;3576233
0;MD;Maryland;2014;White Alone;3576322
0;MD;Maryland;2015;White Alone;3569943
0;MD;Maryland;2016;White Alone;3561311
0;MD;Maryland;2017;White Alone;3552500
0;MD;Maryland;2018;White Alone;3543575
0;MD;Maryland;2019;White Alone;3532244
0;MD;Maryland;2020;White Alone;3588657
0;MD;Maryland;2021;White Alone;3572426
0;MD;Maryland;2022;White Alone;3556123
0;MD;Maryland;2023;White Alone;3548283
0;MD;Maryland;2024;White Alone;3551301
0;MA;Massachusetts;1990;White Alone;5533629
0;MA;Massachusetts;1991;White Alone;5509497
0;MA;Massachusetts;1992;White Alone;5499985
0;MA;Massachusetts;1993;White Alone;5510329
0;MA;Massachusetts;1994;White Alone;5527016
0;MA;Massachusetts;1995;White Alone;5554727
0;MA;Massachusetts;1996;White Alone;5573012
0;MA;Massachusetts;1997;White Alone;5593291
0;MA;Massachusetts;1998;White Alone;5613895
0;MA;Massachusetts;1999;White Alone;5632754
0;MA;Massachusetts;2000;White Alone;5610140
0;MA;Massachusetts;2001;White Alone;5613591
0;MA;Massachusetts;2002;White Alone;5604564
0;MA;Massachusetts;2003;White Alone;5584298
0;MA;Massachusetts;2004;White Alone;5551053
0;MA;Massachusetts;2005;White Alone;5518356
0;MA;Massachusetts;2006;White Alone;5499169
0;MA;Massachusetts;2007;White Alone;5494246
0;MA;Massachusetts;2008;White Alone;5501017
0;MA;Massachusetts;2009;White Alone;5517152
0;MA;Massachusetts;2010;White Alone;5534312
0;MA;Massachusetts;2011;White Alone;5547178
0;MA;Massachusetts;2012;White Alone;5558944
0;MA;Massachusetts;2013;White Alone;5571813
0;MA;Massachusetts;2014;White Alone;5583210
0;MA;Massachusetts;2015;White Alone;5581445
0;MA;Massachusetts;2016;White Alone;5574810
0;MA;Massachusetts;2017;White Alone;5572724
0;MA;Massachusetts;2018;White Alone;5565295
0;MA;Massachusetts;2019;White Alone;5545565
0;MA;Massachusetts;2020;White Alone;5607730
0;MA;Massachusetts;2021;White Alone;5588490
0;MA;Massachusetts;2022;White Alone;5567884
0;MA;Massachusetts;2023;White Alone;5563353
0;MA;Massachusetts;2024;White Alone;5572524
0;MI;Michigan;1990;White Alone;7844171
0;MI;Michigan;1991;White Alone;7902325
0;MI;Michigan;1992;White Alone;7954555
0;MI;Michigan;1993;White Alone;7988856
0;MI;Michigan;1994;White Alone;8020513
0;MI;Michigan;1995;White Alone;8068832
0;MI;Michigan;1996;White Alone;8123578
0;MI;Michigan;1997;White Alone;8150817
0;MI;Michigan;1998;White Alone;8166073
0;MI;Michigan;1999;White Alone;8186898
0;MI;Michigan;2000;White Alone;8143698
0;MI;Michigan;2001;White Alone;8158479
0;MI;Michigan;2002;White Alone;8162776
0;MI;Michigan;2003;White Alone;8167476
0;MI;Michigan;2004;White Alone;8164812
0;MI;Michigan;2005;White Alone;8147170
0;MI;Michigan;2006;White Alone;8120608
0;MI;Michigan;2007;White Alone;8079951
0;MI;Michigan;2008;White Alone;8025124
0;MI;Michigan;2009;White Alone;7976600
0;MI;Michigan;2010;White Alone;7941821
0;MI;Michigan;2011;White Alone;7930629
0;MI;Michigan;2012;White Alone;7928025
0;MI;Michigan;2013;White Alone;7928827
0;MI;Michigan;2014;White Alone;7928393
0;MI;Michigan;2015;White Alone;7916362
0;MI;Michigan;2016;White Alone;7916521
0;MI;Michigan;2017;White Alone;7919930
0;MI;Michigan;2018;White Alone;7916061
0;MI;Michigan;2019;White Alone;7904285
0;MI;Michigan;2020;White Alone;7955796
0;MI;Michigan;2021;White Alone;7922220
0;MI;Michigan;2022;White Alone;7914468
0;MI;Michigan;2023;White Alone;7916864
0;MI;Michigan;2024;White Alone;7930610
0;MN;Minnesota;1990;White Alone;4163468
0;MN;Minnesota;1991;White Alone;4202625
0;MN;Minnesota;1992;White Alone;4240039
0;MN;Minnesota;1993;White Alone;4284256
0;MN;Minnesota;1994;White Alone;4321470
0;MN;Minnesota;1995;White Alone;4353651
0;MN;Minnesota;1996;White Alone;4389976
0;MN;Minnesota;1997;White Alone;4420694
0;MN;Minnesota;1998;White Alone;4448624
0;MN;Minnesota;1999;White Alone;4484942
0;MN;Minnesota;2000;White Alone;4484113
0;MN;Minnesota;2001;White Alone;4509697
0;MN;Minnesota;2002;White Alone;4523713
0;MN;Minnesota;2003;White Alone;4536583
0;MN;Minnesota;2004;White Alone;4547732
0;MN;Minnesota;2005;White Alone;4556199
0;MN;Minnesota;2006;White Alone;4573137
0;MN;Minnesota;2007;White Alone;4589755
0;MN;Minnesota;2008;White Alone;4604227
0;MN;Minnesota;2009;White Alone;4616560
0;MN;Minnesota;2010;White Alone;4625280
0;MN;Minnesota;2011;White Alone;4636560
0;MN;Minnesota;2012;White Alone;4645496
0;MN;Minnesota;2013;White Alone;4658718
0;MN;Minnesota;2014;White Alone;4669398
0;MN;Minnesota;2015;White Alone;4673427
0;MN;Minnesota;2016;White Alone;4683767
0;MN;Minnesota;2017;White Alone;4697752
0;MN;Minnesota;2018;White Alone;4708611
0;MN;Minnesota;2019;White Alone;4714550
0;MN;Minnesota;2020;White Alone;4755991
0;MN;Minnesota;2021;White Alone;4745159
0;MN;Minnesota;2022;White Alone;4723205
0;MN;Minnesota;2023;White Alone;4722935
0;MN;Minnesota;2024;White Alone;4723898
0;MS;Mississippi;1990;White Alone;1640316
0;MS;Mississippi;1991;White Alone;1647041
0;MS;Mississippi;1992;White Alone;1655967
0;MS;Mississippi;1993;White Alone;1670529
0;MS;Mississippi;1994;White Alone;1688623
0;MS;Mississippi;1995;White Alone;1705861
0;MS;Mississippi;1996;White Alone;1718070
0;MS;Mississippi;1997;White Alone;1733826
0;MS;Mississippi;1998;White Alone;1748699
0;MS;Mississippi;1999;White Alone;1760835
0;MS;Mississippi;2000;White Alone;1762713
0;MS;Mississippi;2001;White Alone;1762488
0;MS;Mississippi;2002;White Alone;1763314
0;MS;Mississippi;2003;White Alone;1766235
0;MS;Mississippi;2004;White Alone;1775608
0;MS;Mississippi;2005;White Alone;1782506
0;MS;Mississippi;2006;White Alone;1770305
0;MS;Mississippi;2007;White Alone;1779214
0;MS;Mississippi;2008;White Alone;1785548
0;MS;Mississippi;2009;White Alone;1788908
0;MS;Mississippi;2010;White Alone;1790255
0;MS;Mississippi;2011;White Alone;1790768
0;MS;Mississippi;2012;White Alone;1790404
0;MS;Mississippi;2013;White Alone;1787782
0;MS;Mississippi;2014;White Alone;1783990
0;MS;Mississippi;2015;White Alone;1778127
0;MS;Mississippi;2016;White Alone;1774193
0;MS;Mississippi;2017;White Alone;1771011
0;MS;Mississippi;2018;White Alone;1762656
0;MS;Mississippi;2019;White Alone;1757730
0;MS;Mississippi;2020;White Alone;1741263
0;MS;Mississippi;2021;White Alone;1733973
0;MS;Mississippi;2022;White Alone;1729912
0;MS;Mississippi;2023;White Alone;1728384
0;MS;Mississippi;2024;White Alone;1725681
0;MO;Missouri;1990;White Alone;4516213
0;MO;Missouri;1991;White Alone;4546363
0;MO;Missouri;1992;White Alone;4578402
0;MO;Missouri;1993;White Alone;4617284
0;MO;Missouri;1994;White Alone;4656112
0;MO;Missouri;1995;White Alone;4696928
0;MO;Missouri;1996;White Alone;4735152
0;MO;Missouri;1997;White Alone;4769922
0;MO;Missouri;1998;White Alone;4797381
0;MO;Missouri;1999;White Alone;4824973
0;MO;Missouri;2000;White Alone;4811076
0;MO;Missouri;2001;White Alone;4829908
0;MO;Missouri;2002;White Alone;4848677
0;MO;Missouri;2003;White Alone;4868796
0;MO;Missouri;2004;White Alone;4891042
0;MO;Missouri;2005;White Alone;4917028
0;MO;Missouri;2006;White Alone;4951012
0;MO;Missouri;2007;White Alone;4980125
0;MO;Missouri;2008;White Alone;5001808
0;MO;Missouri;2009;White Alone;5023152
0;MO;Missouri;2010;White Alone;5042507
0;MO;Missouri;2011;White Alone;5046154
0;MO;Missouri;2012;White Alone;5050493
0;MO;Missouri;2013;White Alone;5055852
0;MO;Missouri;2014;White Alone;5060202
0;MO;Missouri;2015;White Alone;5064160
0;MO;Missouri;2016;White Alone;5070005
0;MO;Missouri;2017;White Alone;5077635
0;MO;Missouri;2018;White Alone;5082043
0;MO;Missouri;2019;White Alone;5086254
0;MO;Missouri;2020;White Alone;5084126
0;MO;Missouri;2021;White Alone;5092753
0;MO;Missouri;2022;White Alone;5095431
0;MO;Missouri;2023;White Alone;5108396
0;MO;Missouri;2024;White Alone;5125212
0;MT;Montana;1990;White Alone;746412
0;MT;Montana;1991;White Alone;754402
0;MT;Montana;1992;White Alone;769569
0;MT;Montana;1993;White Alone;787290
0;MT;Montana;1994;White Alone;802094
0;MT;Montana;1995;White Alone;815828
0;MT;Montana;1996;White Alone;824170
0;MT;Montana;1997;White Alone;826618
0;MT;Montana;1998;White Alone;827664
0;MT;Montana;1999;White Alone;830780
0;MT;Montana;2000;White Alone;825459
0;MT;Montana;2001;White Alone;826639
0;MT;Montana;2002;White Alone;829714
0;MT;Montana;2003;White Alone;835759
0;MT;Montana;2004;White Alone;844155
0;MT;Montana;2005;White Alone;852189
0;MT;Montana;2006;White Alone;862738
0;MT;Montana;2007;White Alone;872545
0;MT;Montana;2008;White Alone;882291
0;MT;Montana;2009;White Alone;887526
0;MT;Montana;2010;White Alone;892298
0;MT;Montana;2011;White Alone;896396
0;MT;Montana;2012;White Alone;900685
0;MT;Montana;2013;White Alone;907920
0;MT;Montana;2014;White Alone;914234
0;MT;Montana;2015;White Alone;921243
0;MT;Montana;2016;White Alone;929495
0;MT;Montana;2017;White Alone;938553
0;MT;Montana;2018;White Alone;945167
0;MT;Montana;2019;White Alone;951496
0;MT;Montana;2020;White Alone;966053
0;MT;Montana;2021;White Alone;982815
0;MT;Montana;2022;White Alone;996303
0;MT;Montana;2023;White Alone;1003901
0;MT;Montana;2024;White Alone;1008299
0;NE;Nebraska;1990;White Alone;1499293
0;NE;Nebraska;1991;White Alone;1511748
0;NE;Nebraska;1992;White Alone;1524509
0;NE;Nebraska;1993;White Alone;1535417
0;NE;Nebraska;1994;White Alone;1545917
0;NE;Nebraska;1995;White Alone;1560073
0;NE;Nebraska;1996;White Alone;1573082
0;NE;Nebraska;1997;White Alone;1582536
0;NE;Nebraska;1998;White Alone;1589268
0;NE;Nebraska;1999;White Alone;1594738
0;NE;Nebraska;2000;White Alone;1587253
0;NE;Nebraska;2001;White Alone;1588686
0;NE;Nebraska;2002;White Alone;1592778
0;NE;Nebraska;2003;White Alone;1598208
0;NE;Nebraska;2004;White Alone;1604000
0;NE;Nebraska;2005;White Alone;1611295
0;NE;Nebraska;2006;White Alone;1616934
0;NE;Nebraska;2007;White Alone;1622610
0;NE;Nebraska;2008;White Alone;1629008
0;NE;Nebraska;2009;White Alone;1639946
0;NE;Nebraska;2010;White Alone;1651165
0;NE;Nebraska;2011;White Alone;1657875
0;NE;Nebraska;2012;White Alone;1665393
0;NE;Nebraska;2013;White Alone;1672344
0;NE;Nebraska;2014;White Alone;1678626
0;NE;Nebraska;2015;White Alone;1684197
0;NE;Nebraska;2016;White Alone;1690585
0;NE;Nebraska;2017;White Alone;1695611
0;NE;Nebraska;2018;White Alone;1697961
0;NE;Nebraska;2019;White Alone;1700827
0;NE;Nebraska;2020;White Alone;1724413
0;NE;Nebraska;2021;White Alone;1721897
0;NE;Nebraska;2022;White Alone;1723658
0;NE;Nebraska;2023;White Alone;1729352
0;NE;Nebraska;2024;White Alone;1735119
0;NV;Nevada;1990;White Alone;1077497
0;NV;Nevada;1991;White Alone;1140685
0;NV;Nevada;1992;White Alone;1185569
0;NV;Nevada;1993;White Alone;1234291
0;NV;Nevada;1994;White Alone;1306795
0;NV;Nevada;1995;White Alone;1374567
0;NV;Nevada;1996;White Alone;1444989
0;NV;Nevada;1997;White Alone;1524605
0;NV;Nevada;1998;White Alone;1595019
0;NV;Nevada;1999;White Alone;1657752
0;NV;Nevada;2000;White Alone;1697938
0;NV;Nevada;2001;White Alone;1751909
0;NV;Nevada;2002;White Alone;1801308
0;NV;Nevada;2003;White Alone;1850553
0;NV;Nevada;2004;White Alone;1915799
0;NV;Nevada;2005;White Alone;1968095
0;NV;Nevada;2006;White Alone;2022570
0;NV;Nevada;2007;White Alone;2067437
0;NV;Nevada;2008;White Alone;2092646
0;NV;Nevada;2009;White Alone;2104015
0;NV;Nevada;2010;White Alone;2105660
0;NV;Nevada;2011;White Alone;2104809
0;NV;Nevada;2012;White Alone;2116710
0;NV;Nevada;2013;White Alone;2130314
0;NV;Nevada;2014;White Alone;2149453
0;NV;Nevada;2015;White Alone;2172373
0;NV;Nevada;2016;White Alone;2194599
0;NV;Nevada;2017;White Alone;2216986
0;NV;Nevada;2018;White Alone;2246756
0;NV;Nevada;2019;White Alone;2276023
0;NV;Nevada;2020;White Alone;2280962
0;NV;Nevada;2021;White Alone;2287624
0;NV;Nevada;2022;White Alone;2286069
0;NV;Nevada;2023;White Alone;2292929
0;NV;Nevada;2024;White Alone;2311790
0;NH;New Hampshire;1990;White Alone;1093515
0;NH;New Hampshire;1991;White Alone;1091448
0;NH;New Hampshire;1992;White Alone;1098475
0;NH;New Hampshire;1993;White Alone;1109148
0;NH;New Hampshire;1994;White Alone;1121448
0;NH;New Hampshire;1995;White Alone;1134978
0;NH;New Hampshire;1996;White Alone;1150126
0;NH;New Hampshire;1997;White Alone;1163577
0;NH;New Hampshire;1998;White Alone;1178439
0;NH;New Hampshire;1999;White Alone;1192000
0;NH;New Hampshire;2000;White Alone;1199618
0;NH;New Hampshire;2001;White Alone;1211196
0;NH;New Hampshire;2002;White Alone;1221276
0;NH;New Hampshire;2003;White Alone;1228935
0;NH;New Hampshire;2004;White Alone;1236305
0;NH;New Hampshire;2005;White Alone;1241585
0;NH;New Hampshire;2006;White Alone;1248429
0;NH;New Hampshire;2007;White Alone;1250276
0;NH;New Hampshire;2008;White Alone;1250859
0;NH;New Hampshire;2009;White Alone;1249055
0;NH;New Hampshire;2010;White Alone;1248153
0;NH;New Hampshire;2011;White Alone;1248612
0;NH;New Hampshire;2012;White Alone;1249580
0;NH;New Hampshire;2013;White Alone;1249587
0;NH;New Hampshire;2014;White Alone;1253695
0;NH;New Hampshire;2015;White Alone;1253796
0;NH;New Hampshire;2016;White Alone;1256652
0;NH;New Hampshire;2017;White Alone;1260749
0;NH;New Hampshire;2018;White Alone;1263057
0;NH;New Hampshire;2019;White Alone;1266033
0;NH;New Hampshire;2020;White Alone;1281233
0;NH;New Hampshire;2021;White Alone;1287509
0;NH;New Hampshire;2022;White Alone;1294204
0;NH;New Hampshire;2023;White Alone;1296949
0;NH;New Hampshire;2024;White Alone;1300268
0;NJ;New Jersey;1990;White Alone;6386168
0;NJ;New Jersey;1991;White Alone;6398787
0;NJ;New Jersey;1992;White Alone;6420532
0;NJ;New Jersey;1993;White Alone;6446894
0;NJ;New Jersey;1994;White Alone;6472918
0;NJ;New Jersey;1995;White Alone;6503397
0;NJ;New Jersey;1996;White Alone;6529844
0;NJ;New Jersey;1997;White Alone;6555387
0;NJ;New Jersey;1998;White Alone;6580741
0;NJ;New Jersey;1999;White Alone;6609191
0;NJ;New Jersey;2000;White Alone;6593966
0;NJ;New Jersey;2001;White Alone;6606138
0;NJ;New Jersey;2002;White Alone;6617979
0;NJ;New Jersey;2003;White Alone;6622522
0;NJ;New Jersey;2004;White Alone;6615292
0;NJ;New Jersey;2005;White Alone;6595551
0;NJ;New Jersey;2006;White Alone;6571143
0;NJ;New Jersey;2007;White Alone;6550031
0;NJ;New Jersey;2008;White Alone;6542862
0;NJ;New Jersey;2009;White Alone;6543428
0;NJ;New Jersey;2010;White Alone;6546359
0;NJ;New Jersey;2011;White Alone;6540103
0;NJ;New Jersey;2012;White Alone;6525583
0;NJ;New Jersey;2013;White Alone;6508075
0;NJ;New Jersey;2014;White Alone;6488282
0;NJ;New Jersey;2015;White Alone;6461321
0;NJ;New Jersey;2016;White Alone;6437847
0;NJ;New Jersey;2017;White Alone;6419283
0;NJ;New Jersey;2018;White Alone;6399471
0;NJ;New Jersey;2019;White Alone;6374241
0;NJ;New Jersey;2020;White Alone;6618563
0;NJ;New Jersey;2021;White Alone;6591231
0;NJ;New Jersey;2022;White Alone;6568168
0;NJ;New Jersey;2023;White Alone;6579694
0;NJ;New Jersey;2024;White Alone;6612719
0;NM;New Mexico;1990;White Alone;1336983
0;NM;New Mexico;1991;White Alone;1362802
0;NM;New Mexico;1992;White Alone;1394794
0;NM;New Mexico;1993;White Alone;1429264
0;NM;New Mexico;1994;White Alone;1468514
0;NM;New Mexico;1995;White Alone;1501432
0;NM;New Mexico;1996;White Alone;1526696
0;NM;New Mexico;1997;White Alone;1543991
0;NM;New Mexico;1998;White Alone;1554888
0;NM;New Mexico;1999;White Alone;1563421
0;NM;New Mexico;2000;White Alone;1555012
0;NM;New Mexico;2001;White Alone;1558945
0;NM;New Mexico;2002;White Alone;1575099
0;NM;New Mexico;2003;White Alone;1590445
0;NM;New Mexico;2004;White Alone;1609492
0;NM;New Mexico;2005;White Alone;1631078
0;NM;New Mexico;2006;White Alone;1654067
0;NM;New Mexico;2007;White Alone;1674570
0;NM;New Mexico;2008;White Alone;1687600
0;NM;New Mexico;2009;White Alone;1704855
0;NM;New Mexico;2010;White Alone;1724757
0;NM;New Mexico;2011;White Alone;1733947
0;NM;New Mexico;2012;White Alone;1735767
0;NM;New Mexico;2013;White Alone;1734758
0;NM;New Mexico;2014;White Alone;1727478
0;NM;New Mexico;2015;White Alone;1721995
0;NM;New Mexico;2016;White Alone;1720289
0;NM;New Mexico;2017;White Alone;1716901
0;NM;New Mexico;2018;White Alone;1713439
